reference_name	position	depth
AP027133.1	139001	20.112000
AP027133.1	140001	18.967000
AP027133.1	141001	19.521000
AP027133.1	142001	20.344000
AP027133.1	143001	20.788000
AP027133.1	144001	24.968000
AP027133.1	145001	24.949000
AP027133.1	146001	15.609000
AP027133.1	147001	22.803000
AP027133.1	148001	17.982000
AP027133.1	149001	23.076000
AP027133.1	150001	17.011000
AP027133.1	151001	20.410000
AP027133.1	152001	18.930000
AP027133.1	153001	17.241000
AP027133.1	154001	17.731000
AP027133.1	155001	17.304000
AP027133.1	156001	14.418000
AP027133.1	157001	19.756000
AP027133.1	158001	16.778000
AP027133.1	159001	20.311000
AP027133.1	160001	19.251000
AP027133.1	161001	20.474000
AP027133.1	162001	23.555000
AP027133.1	163001	21.008000
AP027133.1	164001	19.815000
AP027133.1	165001	20.432000
AP027133.1	166001	20.870000
AP027133.1	167001	17.543000
AP027133.1	168001	22.999000
AP027133.1	169001	25.588000
AP027133.1	170001	15.624000
AP027133.1	171001	18.117000
AP027133.1	172001	15.541000
AP027133.1	173001	17.579000
AP027133.1	174001	15.500000
AP027133.1	175001	22.176000
AP027133.1	176001	23.543000
AP027133.1	177001	23.487000
AP027133.1	178001	18.670000
AP027133.1	179001	18.011000
AP027133.1	180001	23.211000
AP027133.1	181001	20.290000
AP027133.1	182001	22.992000
AP027133.1	183001	16.257000
AP027133.1	184001	20.566000
AP027133.1	185001	24.736000
AP027133.1	186001	20.077000
AP027133.1	187001	19.217000
AP027133.1	188001	14.293000
AP027133.1	189001	17.970000
AP027133.1	190001	17.630000
AP027133.1	191001	16.705000
AP027133.1	192001	20.684000
AP027133.1	193001	18.938000
AP027133.1	194001	17.588000
AP027133.1	195001	16.723000
AP027133.1	196001	19.388000
AP027133.1	197001	14.357000
AP027133.1	198001	17.648000
AP027133.1	199001	23.661000
AP027133.1	200001	20.039000
AP027133.1	201001	18.894000
AP027133.1	202001	17.210000
AP027133.1	203001	21.504000
AP027133.1	204001	19.322000
AP027133.1	205001	26.725000
AP027133.1	206001	21.754000
AP027133.1	207001	19.986000
AP027133.1	208001	19.952000
AP027133.1	209001	23.280000
AP027133.1	210001	18.920000
AP027133.1	211001	16.307000
AP027133.1	212001	18.549000
AP027133.1	213001	19.767000
AP027133.1	214001	19.889000
AP027133.1	215001	20.498000
AP027133.1	216001	21.277000
AP027133.1	217001	17.507000
AP027133.1	218001	21.237000
AP027133.1	219001	21.021000
AP027133.1	220001	18.624000
AP027133.1	221001	16.001000
AP027133.1	222001	17.209000
AP027133.1	223001	18.133000
AP027133.1	224001	15.349000
AP027133.1	225001	39.777000
AP027133.1	226001	29.895000
AP027133.1	227001	18.418000
AP027133.1	228001	14.114000
AP027133.1	229001	26.436000
AP027133.1	230001	18.493000
AP027133.1	231001	21.522000
AP027133.1	232001	18.871000
AP027133.1	233001	19.764000
AP027133.1	234001	18.884000
AP027133.1	235001	18.676000
AP027133.1	236001	18.288000
AP027133.1	237001	20.758000
AP027133.1	238001	18.706000
AP027133.1	239001	16.253000
AP027133.1	240001	19.547000
AP027133.1	241001	18.772000
AP027133.1	242001	14.821000
AP027133.1	243001	22.003000
AP027133.1	244001	22.345000
AP027133.1	245001	21.959000
AP027133.1	246001	74.546000
AP027133.1	247001	30.575000
AP027133.1	248001	33.044000
AP027133.1	249001	24.017000
AP027133.1	250001	15.687000
AP027133.1	251001	19.173000
AP027133.1	252001	19.047000
AP027133.1	253001	17.835000
AP027133.1	254001	19.684000
AP027133.1	255001	21.519000
AP027133.1	256001	15.529000
AP027133.1	257001	16.294000
AP027133.1	258001	15.470000
AP027133.1	259001	22.211000
AP027133.1	260001	15.716000
AP027133.1	261001	17.561000
AP027133.1	262001	17.434000
AP027133.1	263001	14.270000
AP027133.1	264001	17.023000
AP027133.1	265001	22.925000
AP027133.1	266001	21.515000
AP027133.1	267001	19.545000
AP027133.1	268001	22.426000
AP027133.1	269001	13.727000
AP027133.1	270001	22.141000
AP027133.1	271001	17.979000
AP027133.1	272001	14.649000
AP027133.1	273001	13.644000
AP027133.1	274001	25.154000
AP027133.1	275001	21.289000
AP027133.1	276001	18.956000
AP027133.1	277001	19.701000
AP027133.1	278001	17.598000
AP027133.1	279001	16.549000
AP027133.1	280001	21.028000
AP027133.1	281001	21.171000
AP027133.1	282001	18.519000
AP027133.1	283001	15.387000
AP027133.1	284001	18.123000
AP027133.1	285001	17.312000
AP027133.1	286001	18.215000
AP027133.1	287001	16.857000
AP027133.1	288001	20.317000
AP027133.1	289001	18.975000
AP027133.1	290001	16.826000
AP027133.1	291001	21.066000
AP027133.1	292001	21.238000
AP027133.1	293001	16.640000
AP027133.1	294001	17.479000
AP027133.1	295001	15.155000
AP027133.1	296001	15.564000
AP027133.1	297001	19.328000
AP027133.1	298001	15.647000
AP027133.1	299001	15.804000
AP027133.1	300001	19.397000
AP027133.1	301001	18.505000
AP027133.1	302001	22.830000
AP027133.1	303001	21.700000
AP027133.1	304001	15.173000
AP027133.1	305001	18.777000
AP027133.1	306001	17.525000
AP027133.1	307001	16.079000
AP027133.1	308001	16.467000
AP027133.1	309001	19.345000
AP027133.1	310001	20.058000
AP027133.1	311001	20.805000
AP027133.1	312001	15.876000
AP027133.1	313001	18.781000
AP027133.1	314001	18.762000
AP027133.1	315001	13.438000
AP027133.1	316001	21.903000
AP027133.1	317001	16.290000
AP027133.1	318001	18.627000
AP027133.1	319001	17.741000
AP027133.1	320001	14.441000
AP027133.1	321001	19.862000
AP027133.1	322001	14.093000
AP027133.1	323001	19.564000
AP027133.1	324001	21.348000
AP027133.1	325001	17.754000
AP027133.1	326001	12.446000
AP027133.1	327001	15.334000
AP027133.1	328001	12.472000
AP027133.1	329001	20.472000
AP027133.1	330001	22.488000
AP027133.1	331001	18.984000
AP027133.1	332001	19.542000
AP027133.1	333001	16.395000
AP027133.1	334001	18.111000
AP027133.1	335001	19.331000
AP027133.1	336001	15.530000
AP027133.1	337001	17.167000
AP027133.1	338001	15.640000
AP027133.1	339001	19.534000
AP027133.1	340001	14.615000
AP027133.1	341001	18.476000
AP027133.1	342001	19.446000
AP027133.1	343001	15.880000
AP027133.1	344001	19.909000
AP027133.1	345001	17.561000
AP027133.1	346001	17.713000
AP027133.1	347001	17.824000
AP027133.1	348001	22.874000
AP027133.1	349001	17.407000
AP027133.1	350001	19.166000
AP027133.1	351001	15.553000
AP027133.1	352001	19.555000
AP027133.1	353001	17.235000
AP027133.1	354001	22.559000
AP027133.1	355001	18.699000
AP027133.1	356001	21.094000
AP027133.1	357001	17.706000
AP027133.1	358001	25.484000
AP027133.1	359001	16.823000
AP027133.1	360001	20.085000
AP027133.1	361001	14.251000
AP027133.1	362001	17.045000
AP027133.1	363001	20.166000
AP027133.1	364001	16.119000
AP027133.1	365001	18.548000
AP027133.1	366001	19.495000
AP027133.1	367001	20.592000
AP027133.1	368001	18.401000
AP027133.1	369001	17.805000
AP027133.1	370001	17.783000
AP027133.1	371001	20.207000
AP027133.1	372001	15.704000
AP027133.1	373001	17.577000
AP027133.1	374001	22.949000
AP027133.1	375001	17.344000
AP027133.1	376001	19.740000
AP027133.1	377001	19.540000
AP027133.1	378001	18.350000
AP027133.1	379001	13.860000
AP027133.1	380001	21.268000
AP027133.1	381001	20.375000
AP027133.1	382001	20.472000
AP027133.1	383001	15.209000
AP027133.1	384001	18.613000
AP027133.1	385001	16.000000
AP027133.1	386001	16.963000
AP027133.1	387001	17.966000
AP027133.1	388001	15.960000
AP027133.1	389001	19.304000
AP027133.1	390001	18.148000
AP027133.1	391001	18.481000
AP027133.1	392001	22.772000
AP027133.1	393001	21.950000
AP027133.1	394001	21.857000
AP027133.1	395001	20.027000
AP027133.1	396001	19.058000
AP027133.1	397001	24.027000
AP027133.1	398001	24.285000
AP027133.1	399001	22.641000
AP027133.1	400001	20.595000
AP027133.1	401001	17.917000
AP027133.1	402001	18.324000
AP027133.1	403001	15.579000
AP027133.1	404001	15.922000
AP027133.1	405001	19.018000
AP027133.1	406001	18.327000
AP027133.1	407001	19.056000
AP027133.1	408001	12.664000
AP027133.1	409001	21.837000
AP027133.1	410001	19.252000
AP027133.1	411001	19.889000
AP027133.1	412001	17.723000
AP027133.1	413001	24.139000
AP027133.1	414001	26.957000
AP027133.1	415001	23.668000
AP027133.1	416001	17.165000
AP027133.1	417001	15.400000
AP027133.1	418001	21.284000
AP027133.1	419001	17.912000
AP027133.1	420001	21.009000
AP027133.1	421001	17.514000
AP027133.1	422001	20.090000
AP027133.1	423001	19.144000
AP027133.1	424001	20.495000
AP027133.1	425001	19.572000
AP027133.1	426001	18.144000
AP027133.1	427001	20.649000
AP027133.1	428001	20.271000
AP027133.1	429001	20.804000
AP027133.1	430001	23.517000
AP027133.1	431001	25.408000
AP027133.1	432001	21.986000
AP027133.1	433001	20.555000
AP027133.1	434001	18.665000
AP027133.1	435001	24.204000
AP027133.1	436001	22.618000
AP027133.1	437001	22.872000
AP027133.1	438001	20.002000
AP027133.1	439001	21.108000
AP027133.1	440001	26.125000
AP027133.1	441001	17.904000
AP027133.1	442001	16.432000
AP027133.1	443001	18.331000
AP027133.1	444001	20.521000
AP027133.1	445001	20.439000
AP027133.1	446001	23.868000
AP027133.1	447001	20.334000
AP027133.1	448001	21.061000
AP027133.1	449001	21.161000
AP027133.1	450001	18.015000
AP027133.1	451001	18.123000
AP027133.1	452001	22.713000
AP027133.1	453001	17.516000
AP027133.1	454001	16.723000
AP027133.1	455001	17.526000
AP027133.1	456001	20.965000
AP027133.1	457001	24.130000
AP027133.1	458001	20.757000
AP027133.1	459001	16.518000
AP027133.1	460001	18.389000
AP027133.1	461001	21.758000
AP027133.1	462001	23.839000
AP027133.1	463001	19.881000
AP027133.1	464001	21.651000
AP027133.1	465001	22.517000
AP027133.1	466001	20.511000
AP027133.1	467001	17.540000
AP027133.1	468001	22.246000
AP027133.1	469001	18.740000
AP027133.1	470001	19.117000
AP027133.1	471001	19.429000
AP027133.1	472001	17.566000
AP027133.1	473001	26.348000
AP027133.1	474001	20.303000
AP027133.1	475001	21.879000
AP027133.1	476001	20.995000
AP027133.1	477001	19.367000
AP027133.1	478001	23.082000
AP027133.1	479001	23.380000
AP027133.1	480001	16.938000
AP027133.1	481001	18.392000
AP027133.1	482001	21.837000
AP027133.1	483001	22.254000
AP027133.1	484001	20.719000
AP027133.1	485001	23.096000
AP027133.1	486001	19.117000
AP027133.1	487001	18.802000
AP027133.1	488001	20.960000
AP027133.1	489001	25.224000
AP027133.1	490001	21.800000
AP027133.1	491001	17.655000
AP027133.1	492001	15.595000
AP027133.1	493001	22.625000
AP027133.1	494001	17.204000
AP027133.1	495001	20.802000
AP027133.1	496001	18.612000
AP027133.1	497001	19.186000
AP027133.1	498001	21.071000
AP027133.1	499001	20.034000
AP027133.1	500001	24.964000
AP027133.1	501001	21.150000
AP027133.1	502001	17.549000
AP027133.1	503001	19.343000
AP027133.1	504001	14.950000
AP027133.1	505001	20.711000
AP027133.1	506001	19.328000
AP027133.1	507001	18.555000
AP027133.1	508001	20.102000
AP027133.1	509001	16.909000
AP027133.1	510001	22.436000
AP027133.1	511001	19.994000
AP027133.1	512001	20.931000
AP027133.1	513001	23.917000
AP027133.1	514001	20.128000
AP027133.1	515001	18.963000
AP027133.1	516001	22.126000
AP027133.1	517001	26.440000
AP027133.1	518001	21.033000
AP027133.1	519001	23.028000
AP027133.1	520001	20.556000
AP027133.1	521001	19.066000
AP027133.1	522001	18.937000
AP027133.1	523001	21.919000
AP027133.1	524001	22.199000
AP027133.1	525001	23.064000
AP027133.1	526001	21.358000
AP027133.1	527001	20.586000
AP027133.1	528001	29.290000
AP027133.1	529001	23.958000
AP027133.1	530001	19.101000
AP027133.1	531001	20.461000
AP027133.1	532001	16.838000
AP027133.1	533001	16.560000
AP027133.1	534001	23.133000
AP027133.1	535001	20.377000
AP027133.1	536001	18.468000
AP027133.1	537001	25.122000
AP027133.1	538001	18.177000
AP027133.1	539001	24.252000
AP027133.1	540001	24.546000
AP027133.1	541001	18.340000
AP027133.1	542001	19.032000
AP027133.1	543001	23.017000
AP027133.1	544001	20.090000
AP027133.1	545001	20.662000
AP027133.1	546001	21.765000
AP027133.1	547001	21.505000
AP027133.1	548001	24.825000
AP027133.1	549001	17.978000
AP027133.1	550001	23.209000
AP027133.1	551001	26.156000
AP027133.1	552001	24.344000
AP027133.1	553001	23.504000
AP027133.1	554001	25.382000
AP027133.1	555001	19.517000
AP027133.1	556001	17.780000
AP027133.1	557001	21.381000
AP027133.1	558001	21.022000
AP027133.1	559001	25.205000
AP027133.1	560001	23.512000
AP027133.1	561001	24.571000
AP027133.1	562001	22.043000
AP027133.1	563001	25.619000
AP027133.1	564001	24.843000
AP027133.1	565001	21.217000
AP027133.1	566001	19.065000
AP027133.1	567001	23.958000
AP027133.1	568001	20.868000
AP027133.1	569001	19.337000
AP027133.1	570001	23.969000
AP027133.1	571001	18.913000
AP027133.1	572001	23.508000
AP027133.1	573001	21.492000
AP027133.1	574001	19.201000
AP027133.1	575001	23.737000
AP027133.1	576001	24.160000
AP027133.1	577001	25.400000
AP027133.1	578001	23.042000
AP027133.1	579001	18.163000
AP027133.1	580001	21.775000
AP027133.1	581001	20.585000
AP027133.1	582001	27.331000
AP027133.1	583001	21.585000
AP027133.1	584001	24.234000
AP027133.1	585001	24.173000
AP027133.1	586001	24.236000
AP027133.1	587001	26.926000
AP027133.1	588001	26.119000
AP027133.1	589001	25.607000
AP027133.1	590001	16.640000
AP027133.1	591001	24.460000
AP027133.1	592001	24.652000
AP027133.1	593001	25.153000
AP027133.1	594001	27.250000
AP027133.1	595001	24.335000
AP027133.1	596001	25.818000
AP027133.1	597001	24.558000
AP027133.1	598001	24.080000
AP027133.1	599001	21.605000
AP027133.1	600001	19.837000
AP027133.1	601001	21.781000
AP027133.1	602001	20.807000
AP027133.1	603001	20.235000
AP027133.1	604001	16.865000
AP027133.1	605001	19.653000
AP027133.1	606001	15.938144
